,doc_id,sentence
977,17,"as our starting point, then, let us adopt the godhead, of this godhead, in itself, he alone is not imbecile -–he alone is not impious who propounds -–nothing, ""nous ne connaissons rien,"" says the baron de bielfeld -–""nous ne connaissons rien de la nature ou de l'essence de dieu, -–pour savoir ce qu'il est, il faut etre dieu meme,"" -–""we know absolutely nothing of the nature or essence of god, -- in order to comprehend what he is, we should have to be god ourselves,"""
978,17,
979,17,"""we should have to be god ourselves!"" -–with a phrase so startling as this yet ringing in my ears, i nevertheless venture to demand if this our present ignorance of the deity is an ignorance to which the soul is everlastingly condemned,"
980,17,
981,17,"by him, however -–now, at least, the incomprehensible -–by him -- assuming him as spirit -–that is to say, as not matter -–a distinction which, for all intelligible purposes, will stand well instead of a definition -–by him, then, existing as spirit, let us content ourselves, to-night, with supposing to have been created, or made out of nothing, by dint of his volition -–at some point of space which we will take as a centre -–at some period into which we do not pretend to inquire, but at all events immensely remote -–by him, then again, let us suppose to have been created -–what? this is a vitally momentous epoch in our considerations, what is it that we are justified -–that alone we are justified in supposing to have been, primarily and solely, created?"
982,17,
983,17,"we have attained a point where only intuition can aid us, -–but now let me recur to the idea which i have already suggested as that alone which we can properly entertain of intuition, it is but the conviction arising from those inductions or deductions of which the processes are so shadowy as to escape our consciousness, elude our reason, or defy our capacity of expression, with this understanding, i now assert -–that an intuition altogether irresistible, although inexpressible, forces me to the conclusion that what god originally created -–that that matter which, by dint of his volition, he first made from his spirit, or from nihility, could have been nothing but matter in its utmost conceivable state of -- what? -–of simplicity?"
984,17,
985,17,"this will be found the sole absolute assumption of my discourse, i use the word ""assumption"" in its ordinary sense; yet i maintain that even this my primary proposition, is very, very far indeed, from being really a mere assumption, nothing was ever more certainly -–no human conclusion was ever, in fact, more regularly -–more rigorously de duced, -–but, alas! the processes lie out of the human analysis -–at all events are beyond the utterance of the human tongue,"
986,17,
987,17,"let us now endeavor to conceive what matter must be, when, or if, in its absolute extreme of simplicity, here the reason flies at once to imparticularity -–to a particle -–to one particle -–a particle of one kind -–of one character -–of one nature -–of one size -–of one form -- a particle, therefore, ""without form and void"" -–a particle positively a particle at all points -–a particle absolutely unique, individual, undivided, and not indivisible only because he who created it, by dint of his will, can by an infinitely less energetic exercise of the same will, as a matter of course, divide it,"
988,17,
989,17,"oneness, then, is all that i predicate of the originally created matter; but i propose to show that this oneness is a principle abundantly sufficient to account for the constitution, the existing phaenomena and the plainly inevitable annihilation of at least the material universe,"
990,17,
991,17,"the willing into being the primordial particle, has completed the act, or more properly the conception, of creation, we now proceed to the ultimate purpose for which we are to suppose the particle created -- that is to say, the ultimate purpose so far as our considerations yet enable us to see it -–the constitution of the universe from it, the particle,"
992,17,
993,17,"this constitution has been effected by forcing the originally and therefore normally one into the abnormal condition of many, an action of this character implies reaction, a diffusion from unity, under the conditions, involves a tendency to return into unity -–a tendency ineradicable until satisfied, but on these points i will speak more fully hereafter,"
994,17,
995,17,"the assumption of absolute unity in the primordial particle includes that of infinite divisibility, let us conceive the particle, then, to be only not totally exhausted by diffusion into space, from the one particle, as a centre, let us suppose to be irradiated spherically -–in all directions -–to immeasurable but still to definite distances in the previously vacant space -–a certain inexpressibly great yet limited number of unimaginably yet not infinitely minute atoms,"
996,17,
997,17,"now, of these atoms, thus diffused, or upon diffusion, what conditions are we permitted -–not to assume, but to infer, from consideration as well of their source as of the character of the design apparent in their diffusion? unity being their source, and difference from unity the character of the design manifested in their diffusion, we are warranted in supposing this character to be at least generally preserved throughout the design, and to form a portion of the design itself, -–that is to say, we shall be warranted in conceiving continual differences at all points from the uniquity and simplicity of the origin, but, for these reasons, shall we be justified in imagining the atoms heterogeneous, dissimilar, unequal, and inequidistant? more explicitly -–are we to consider no two atoms as, at their diffusion, of the same nature, or of the same form, or of the same size? -–and, after fulfilment of their diffusion into space, is absolute inequidistance, each from each, to be understood of all of them? in such arrangement, under such conditions, we most easily and immediately comprehend the subsequent most feasible carrying out to completion of any such design as that which i have suggested -–the design of variety out of unity -–diversity out of sameness -- heterogeneity out of homogeneity -–complexity out of simplicity -–in a word, the utmost possible multiplicity of relation out of the emphatically irrelative one, undoubtedly, therefore, we should be warranted in assuming all that has been mentioned, but for the reflection, first, that supererogation is not presumable of any divine act; and, secondly, that the object supposed in view, appears as feasible when some of the conditions in question are dispensed with, in the beginning, as when all are understood immediately to exist, i mean to say that some are involved in the rest, or so instantaneous a consequence of them as to make the distinction inappreciable, difference of size, for example, will at once be brought about through the tendency of one atom to a second, in preference to a third, on account of particular inequidistance; which is to be comprehended as particular inequidistances between centres of quantity, in neighboring atoms of different form -–a matter not at all interfering with the generally-equable distribution of the atoms, difference of kind, too, is easily conceived to be merely a result of differences in size and form, taken more or less conjointly, -–in fact, since the unity of the particle proper implies absolute homogeneity, we cannot imagine the atoms, at their diffusion, differing in kind, without imagining, at the same time, a special exercise of the divine will, at the emission of each atom, for the purpose of effecting, in each, a change of its essential nature, -–so fantastic an idea is the less to be indulged, as the object proposed is seen to be thoroughly attainable without such minute and elaborate interposition, we perceive, therefore, upon the whole, that it would be supererogatory, and consequently unphilosophical, to predicate of the atoms, in view of their purposes, any thing more than difference of form at their dispersion, with particular inequidistance after it -–all other differences arising at once out of these, in the very first processes of mass-constitution, -–we thus establish the universe on a purely geometrical basis, of course, it is by no means necessary to assume absolute difference, even of form, among the atoms irradiated -–any more than absolute particular inequidistance of each from each, we are required to conceive merely that no neighboring atoms are of similar form -–no atoms which can ever approximate, until their inevitable reunition at the end,"
998,17,
999,17,"although the immediate and perpetual tendency of the disunited atoms to return into their normal unity, is implied, as i have said, in their abnormal diffusion; still it is clear that this tendency will be without consequence -–a tendency and no more -–until the diffusive energy, in ceasing to be exerted, shall leave it, the tendency, free to seek its satisfaction, the divine act, however, being considered as determinate, and discontinued on fulfilment of the diffusion, we understand, at once, a reaction -–in other words, a satisfiable tendency of the disunited atoms to return into one,"
1000,17,
1001,17,"but the diffusive energy being withdrawn, and the reaction having commenced in furtherance of the ultimate design -–that of the utmost possible relation -–this design is now in danger of being frustrated, in detail, by reason of that very tendency to return which is to effect its accomplishment in general, multiplicity is the object; but there is nothing to prevent proximate atoms, from lapsing at once, through the now satisfiable tendency -–before the fulfilment of any ends proposed in multiplicity -–into absolute oneness among themselves, -–there is nothing to impede the aggregation of various unique masses, at various points of space, -- in other words, nothing to interfere with the accumulation of various masses, each absolutely one,"
1002,17,
1003,17,"for the effectual and thorough completion of the general design, we thus see the necessity for a repulsion of limited capacity -–a separate something which, on withdrawal of the diffusive volition, shall at the same time allow the approach, and forbid the junction, of the atoms; suffering them infinitely to approximate, while denying them positive contact; in a word, having the power -–up to a certain epoch -–of preventing their coalition, but no ability to interfere with their coalescence in any respect or degree, the repulsion, already considered as so peculiarly limited in other regards, must be understood, let me repeat, as having power to prevent absolute coalition, only up to a certain epoch, unless we are to conceive that the appetite for unity among the atoms is doomed to be satisfied never; -–unless we are to conceive that what had a beginning is to have no end -–a conception which cannot really be entertained, however much we may talk or dream of entertaining it -- we are forced to conclude that the repulsive influence imagined, will, finally -–under pressure of the uni-tendency collectively applied, but, never and in no degree until, on fulfilment of the divine purposes, such collective application shall be naturally made -–yield to a force which, at that ultimate epoch, shall be the superior force precisely to the extent required, and thus permit the universal subsidence into the inevitable, because original and therefore normal, one, -–the conditions here to be reconciled are difficult indeed, -–we cannot even comprehend the possibility of their conciliation; -–nevertheless, the apparent impossibility is brilliantly suggestive,"
1004,17,
1005,17,"that the repulsive something actually exists, we see, man neither employs, nor knows, a force sufficient to bring two atoms into contact, this is but the well-established proposition of the impenetrability of matter, all experiment proves -–all philosophy admits it, the design of the repulsion -–the necessity for its existence -–i have endeavored to show; but from all attempt at investigating its nature have religiously abstained; this on account of an intuitive conviction that the principle at issue is strictly spiritual -–lies in a recess impervious to our present understanding -- lies involved in a consideration of what now -–in our human state -–is not to be considered -–in a consideration of spirit in itself, i feel, in a word, that here the god has interposed, and here only, because here and here only the knot demanded the interposition of the god,"
1006,17,
1007,17,"in fact, while the tendency of the diffused atoms to return into unity, will be recognized, at once, as the principle of the newtonian gravity, what i have spoken of as a repulsive influence prescribing limits to the immediate satisfaction of the tendency, will be understood as that which we have been in the practice of designating now as heat, now as magnetism, now as electricity; displaying our ignorance of its awful character in the vacillation of the phraseology with which we endeavor to circumscribe it,"
1008,17,
1009,17,"calling it, merely for the moment, electricity, we know that all experimental analysis of electricity has given, as an ultimate result, the principle, or seeming principle, heterogeneity, only where things differ is electricity apparent; and it is presumable that they never differ where it is not developed at least, if not apparent, now, this result is in the fullest keeping with that which i have reached unempirically, the design of the repulsive influence i have maintained to be that of preventing immediate unity among the diffused atoms; and these atoms are represented as different each from each, difference is their character -–their essentiality -–just as no-difference was the essentiality of their course, when we say, then, that an attempt to bring any two of these atoms together would induce an effort, on the part of the repulsive influence, to prevent the contact we may as well use the strictly convertible sentence that an attempt to bring together any two differences will result in a development of electricity, all existing bodies, of course, are composed of these atoms in proximate contact, and are therefore to be considered as mere assemblages of more or fewer differences; and the resistance made by the repulsive spirit, on bringing together any two such assemblages, would be in the ratio of the two sums of the differences in each, -–an expression which, when reduced, is equivalent to this, -–the amount of electricity developed on the approximation of two bodies, is proportional to the difference between the respective sums of the atoms of which the bodies are composed, that no two bodies are absolutely alike, is a simple corollary from all that has been here said, electricity, therefore, existing always, is developed whenever any bodies, but manifested only when bodies of appreciable difference, are brought into approximation,"
1010,17,
1011,17,"to electricity -–so, for the present, continuing to call it -–we may not be wrong in referring the various physical appearances of light, heat and magnetism; but far less shall we be liable to err in attributing to this strictly spiritual principle the more important phaenomena of vitality, consciousness and thought, on this topic, however, i need pause here merely to suggest that these phaenomena, whether observed generally or in detail, seem to proceed at least in the ratio of the heterogeneous,"
1012,17,
1013,17,"discarding now the two equivocal terms, ""gravitation"" and ""electricity,"" let us adopt the more definite expressions, ""attraction"" and ""repulsion,"" the former is the body; the latter the soul, the one is the material; the other the spiritual, principle of the universe, no other principles exist, all phaenomena are referable to one, or to the other, or to both combined, so rigorously is this the case -–so thoroughly demonstrable is it that attraction and repulsion are the sole properties through which we perceive the universe -–in other words, by which matter is manifested to mind -–that, for all merely argumentative purposes, we are fully justified in assuming that matter exists only as attraction and repulsion -–that attraction and repulsion are matter, -–there being no conceivable case in which we may not employ the term ""matter"" and the terms ""attraction"" and ""repulsion,"" taken together, as equivalent, and therefore convertible, expressions in logic,"
1014,17,
1015,17,"i said, just now, that what i have described as the tendency of the diffused atoms to return into their original unity, would be understood as the principle of the newtonian law of gravity, and, in fact, there can be but little difficulty in such an understanding, if we look at the newtonian gravity in a merely general view, as a force impelling matter to seek matter; that is to say, when we pay no attention to the known modus operandi of the newtonian force, the general coincidence satisfies us; but, upon looking closely, we see, in detail, much that appears in coincident, and much in regard to which no coincidence, at least, is established, for example; the newtonian gravity, when we think of it in certain moods, does not seem to be a tendency to oneness at all, but rather a tendency of all bodies in all directions -–a phrase apparently expressive of a tendency to diffusion, here, then, is an in coincidence, again; when we reflect on the mathematical la0 governing the newtonian tendency, we see clearly that no coincidence has been made good, in respect of the modus operandi, at least, between gravitation as known to exist and that seemingly simple and direct tendency which i have assumed,"
1016,17,
1017,17,"in fact, i have attained a point at which it will be advisable to strengthen my position by reversing my processes, so far, we have gone on a priori, from an abstract consideration of simplicity, as that quality most likely to have characterized the original action of god, let us now see whether the established facts of the newtonian gravitation may not afford us, a posteriori, some legitimate inductions,"
1018,17,
1019,17,"what does the newtonian law declare? -–that all bodies attract each other with forces proportional to their quantities of matter and inversely proportional to the squares of their distances, purposely, i have here given, in the first place, the vulgar version of the law; and i confess that in this, as in most other vulgar versions of great truths, we find little of a suggestive character, let us now adopt a more philosophical phraseology, -–every atom, of every body, attracts every other atom, both of its own and of every other body, with a force which varies inversely as the squares of the distances between the attracting and attracted atom, -–here, indeed, a flood of suggestion bursts upon the mind,"
1020,17,
1021,17,"but let us see distinctly what it was that newton proved -- according to the grossly irrational definitions of proof prescribed by the metaphysical schools, he was forced to content himself with showing how thoroughly the motions of an imaginary universe, composed of attracting and attracted atoms obedient to the law he announced, coincide with those of the actually existing universe so far as it comes under our observation, this was the amount of his demonstration -–that is to say, this was the amount of it, according to the conventional cant of the ""philosophies,"" his successes added proof multiplied by proof -–such proof as a sound intellect admits -–but the demonstration of the law itself, persist the metaphysicians, had not been strengthened in any degree, ""ocular, physical proof,"" however, of attraction, here upon earth, in accordance with the newtonian theory, was, at length, much to the satisfaction of some intellectual grovellers, afforded, this proof arose collaterally and incidentally as nearly all important truths have arisen out of an attempt to ascertain the mean density of the earth, in the famous maskelyne, cavendish and bailly experiments for this purpose, the attraction of the mass of a mountain was seen, felt, measured, and found to be mathematically consistent with the immortal theory of the british astronomer,"
1022,17,
1023,17,"but in spite of this confirmation of that which needed none -–in spite of the so-called corroboration of the ""theory"" by the so-called ""ocular and physical proof"" -–in spite of the character of this corroboration -–the ideas which even really philosophical men cannot help imbibing of gravity -–and, especially, the ideas of it which ordinary men get and contentedly maintain, are seen to have been derived, for the most part, from a consideration of the principle as they find it developed -–merely in the planet upon which they stand,"
1024,17,
1025,17,"now, to what does so partial a consideration tend -–to what species of error does it give rise? on the earth we see and feel, only that gravity impels all bodies towards the centre of the earth, no man in the common walks of life could be made to see or feel anything else -–could be made to perceive that anything, anywhere, has a perpetual, gravitating tendency in any other direction than to the centre of the earth; yet with an exception hereafter to be specified it is a fact that every earthly thing not to speak now of every heavenly thing has a tendency not only to the earth's centre but in every conceivable direction besides,"
1026,17,
1027,17,"now, although the philosophic cannot be said to err with the vulgar in this matter, they nevertheless permit themselves to be influenced, without knowing it, by the sentiment of the vulgar idea, ""although the pagan fables are not believed,"" says bryant, in his very erudite ""mythology,"" ""yet we forget ourselves continually and make inferences from them as from existing realities,"" i mean to assert that the merely sensitive perception of gravity as we experience it on earth, beguiles mankind into the fancy of concentralization or especiality respecting it -–has been continually biasing towards this fancy even the mightiest intellects -–perpetually, although imperceptibly, leading them away from the real characteristics of the principle; thus preventing them, up to this date, from ever getting a glimpse of that vital truth which lies in a diametrically opposite direction -–behind the principle's essential characteristics -–those, not of concentralization or especiality -–but of universality and diffusion, this ""vital truth"" is unity as the source of the phaenomenon,"
1028,17,
1029,17,"let me now repeat the definition of gravity, -–every atom, of every body, attracts every other atom, both of its own and of every other body, with a force which varies inversely as the squares of the distances of the attracting and attracted atom,"
1030,17,
1031,17,"here let the reader pause with me, for a moment, in contemplation of the miraculous -–of the ineffable -–of the altogether unimaginable complexity of relation involved in the fact that each atom attracts every other atom -–involved merely in this fact of the attraction, without reference to the law or mode in which the attraction is manifested -–involved merely in the fact that each atom attracts every other atom at all, in a wilderness of atoms so numerous that those which go to the composition of a cannon-ball, exceed, probably, in mere point of number, all the stars which go to the constitution of the universe,"
1032,17,
1033,17,"had we discovered, simply, that each atom tended to some one favorite point -–to some especially attractive atom -–we should still have fallan upon a discovery which, in itself, would have sufficed to overwhelm the mind, -–but what is it that we are actually called upon to comprehend? that each atom attracts -–sympathizes with the most delicate movements of every other atom, and with each and with all at the same time, and forever, and according to a determinate law of which the complexity, even considered by itself solely, is utterly beyond the grasp of the imagination of man, if i propose to ascertain the influence of one mote in a sunbeam upon its neighboring mote, i cannot accomplish my purpose without first counting and weighing all the atoms in the universe and defining the precise positions of all at one particular moment, if i venture to displace, by even the billionth part of an inch, the microscopical speck of dust which lies now upon the point of my finger, what is the character of that act upon which i have adventured? i have done a deed which shakes the moon in her path, which causes the sun to be no longer the sun, and which alters forever the destiny of the multitudinous myriads of stars that roll and glow in the majestic presence of their creator,"
1034,17,
1035,17,"these ideas -–conceptions such as these -–unthought-like thoughts -- soul-reveries rather than conclusions or even considerations of the intellect, -–ideas, i repeat, such as these, are such as we can alone hope profitably to entertain in any effort at grasping the great principle, attraction,"
1036,17,
1037,17,"but now, -–with such ideas -–with such a vision of the marvellous complexity of attraction fairly in his mind -–let any person competent of thought on such topics as these, set himself to the task of imagining a principle for the phaenomena observed -–a condition from which they sprang,"
1038,17,
1039,17,"does not so evident a brotherhood among the atoms point to a common parentage? does not a sympathy so omniprevalent, so ineradicable, and so thoroughly irrespective, suggest a common paternity as its source? does not one extreme impel the reason to the other? does not the infinitude of division refer to the utterness of individuality? does not the entireness of the complex hint at the perfection of the simple? it is not that the atoms, as we see them, are divided or that they are complex in their relations -–but that they are inconceivably divided and unutterably complex, -–it is the extremeness of the conditions to which i now allude, rather than to the conditions themselves, in a word, not because the atoms were, at some remote epoch of time, even more than together -–is it not because originally, and therefore normally, they were one -–that now, in all circumstances -–at all points -–in all directions -–by all modes of approach -–in all relations and through all conditions -–they struggle back to this absolutely, this irrelatively, this unconditionally one?"
1040,17,
1041,17,"some person may here demand, -–""why -–since it is to the one that the atoms struggle back -–do we not find and define attraction 'a merely general tendency to a centre?' -–why, in especial, do not your atoms -–the atoms which you describe as having been irradiated from a centre -–proceed at once, rectilinearly, back to the central point of their origin?"""
1042,17,
1043,17,"i reply that they do; as will be distinctly shown; but that the cause of their so doing is quite irrespective of the centre as such, they all tend rectilinearly towards a centre, because of the sphereicity with which they have been irradiated into space, each atom, forming one of a generally uniform globe of atoms, finds more atoms in the direction of the centre, of course, than in any other, and in that direction, therefore, is impelled -–but is not thus impelled because the centre is the point of its origin, it is not to any point that the atoms are allied, it is not any locality, either in the concrete or in the abstract, to which i suppose them bound, nothing like location was conceived as their origin, their source lies in the principle, unity, this is their lost parent, this they seek always -–immediately -–in all directions -–wherever it is even partially to be found; thus appeasing, in some measure, the ineradicable tendency, while on the way to its absolute satisfaction in the end, it follows from all this, that any principle which shall be adequate to account for the la0 or modus operandi, of the attractive force in general, will account for this law in particular, -- that is to say, any principle which will show why the atoms should tend to their general centre of irradiation with forces inversely proportional to the squares of the distances, will be admitted as satisfactorily accounting, at the same time, for the tendency, according to the same law, of these atoms each to each, -–for the tendency to the centre is merely the tendency each to each, and not any tendency to a centre as such, -–thus it will be seen, also, that the establishment of my propositions would involve no necessity of modification in the terms of the newtonian definition of gravity, which declares that each atom attracts each other atom and so forth, and declares this merely; but always under the supposition that what i propose be, in the end, admitted it seems clear that some error might occasionally be avoided, in the future processes of science, were a more ample phraseology adopted, -–for instance, -- ""each atom tends to every other atom &c, with a force &c,, the general result being a tendency of all, with a similar force, to a general centre,"""
1044,17,
1045,17,"the reversal of our processes has thus brought us to an identical result; but, while in the one process intuition was the starting-point, in the other it was the goal, in commencing the former journey i could only say that, with an irresistable intuition, i felt simplicity to have been the characteristic of the original action of god, -–in ending the latter i can only declare that, with an irresistible intuition, i perceive unity to have been the source of the observed phaenomena of the newtonian gra"
1046,18,"'twas noontide of summer,"
1047,18,               and mid-time of night;
1048,18,"             and stars, in their orbits,"
1049,18,"               shone pale, thro' the light"
1050,18,"             of the brighter, cold moon,"
1051,18,"               'mid planets her slaves,"
1052,18,"             herself in the heavens,"
1053,18,"               her beam on the waves,"
1054,18,                 i gazed awhile
1055,18,                 on her cold smile;
1056,18,             too cold- too cold for me-
1057,18,"               there pass'd, as a shroud,"
1058,18,"               a fleecy cloud,"
1059,18,"             and i turned away to thee,"
1060,18,"               proud evening star,"
1061,18,"               in thy glory afar,"
1062,18,             and dearer thy beam shall be;
1063,18,               for joy to my heart
1064,18,               is the proud part
1065,18,"             thou bearest in heaven at night,"
1066,18,               and more i admire
1067,18,"               thy distant fire,"
1068,18,"             than that colder, lowly light,"
1069,19,dim vales- and shadowy floods-
1070,19,"         and cloudy-looking woods,"
1071,19,         whose forms we can't discover
1072,19,         for the tears that drip all over!
1073,19,         huge moons there wax and wane-
1074,19,         again- again- again-
1075,19,         every moment of the night-
1076,19,         forever changing places-
1077,19,         and they put out the star-light
1078,19,"         with the breath from their pale faces,"
1079,19,"         about twelve by the moon-dial,"
1080,19,         one more filmy than the rest
1081,19,"         a kind which, upon trial,"
1082,19,         they have found to be the best
1083,19,"         comes down- still down- and down,"
1084,19,         with its centre on the crown
1085,19,"         of a mountain's eminence,"
1086,19,         while its wide circumference
1087,19,         in easy drapery falls
1088,19,"         over hamlets, over halls,"
1089,19,         wherever they may be-
1090,19,         o'er the strange woods- o'er the sea-
1091,19,         over spirits on the wing-
1092,19,         over every drowsy thing-
1093,19,         and buries them up quite
1094,19,         in a labyrinth of light-
1095,19,"         and then, how deep!- o, deep!"
1096,19,"         is the passion of their sleep,"
1097,19,"         in the morning they arise,"
1098,19,         and their moony covering
1099,19,"         is soaring in the skies,"
1100,19,"         with the tempests as they toss,"
1101,19,         like- almost anything-
1102,19,"         or a yellow albatross,"
1103,19,         they use that moon no more
1104,19,         for the same end as before-
1105,19,"         videlicet, a tent-"
1106,19,"         which i think extravagant,"
1107,19,"         its atomies, however,"
1108,19,"         into a shower dissever,"
1109,19,         of which those butterflies
1110,19,"         of earth, who seek the skies,"
1111,19,"         and so come down again,"
1112,19,         never-contented things!
1113,19,         have brought a specimen
1114,19,"         upon their quivering wings,"
1115,20,thank heaven! the crisis-
1116,20,"             the danger is past,"
1117,20,           and the lingering illness
1118,20,             is over at last-
1119,20,"           and the fever called ""living"""
1120,20,"             is conquered at last,"
1121,20,
1122,20,"           sadly, i know"
1123,20,"             i am shorn of my strength,"
1124,20,           and no muscle i move
1125,20,             as i lie at full length-
1126,20,           but no matter!-i feel
1127,20,"             i am better at length,"
1128,20,
1129,20,"           and i rest so composedly,"
1130,20,"             now, in my bed"
1131,20,           that any beholder
1132,20,             might fancy me dead-
1133,20,"           might start at beholding me,"
1134,20,"             thinking me dead,"
1135,20,
1136,20,"           the moaning and groaning,"
1137,20,"             the sighing and sobbing,"
1138,20,"           are quieted now,"
1139,20,             with that horrible throbbing
1140,20,"           at heart,- ah, that horrible,"
1141,20,             horrible throbbing!
1142,20,
1143,20,           the sickness- the nausea-
1144,20,             the pitiless pain-
1145,20,"           have ceased, with the fever"
1146,20,             that maddened my brain-
1147,20,"           with the fever called ""living"""
1148,20,"             that burned in my brain,"
1149,20,
1150,20,           and oh! of all tortures
1151,20,             that torture the worst
1152,20,           has abated- the terrible
1153,20,             torture of thirst
1154,20,           for the naphthaline river
1155,20,"             of passion accurst,-"
1156,20,           i have drunk of a water
1157,20,"             that quenches all thirst,-"
1158,20,
1159,20,"           of a water that flows,"
1160,20,"             with a lullaby sound,"
1161,20,           from a spring but a very few
1162,20,             feet under ground-
1163,20,           from a cavern not very far
1164,20,"             down under ground,"
1165,20,
1166,20,           and ah! let it never
1167,20,             be foolishly said
1168,20,           that my room it is gloomy
1169,20,             and narrow my bed;
1170,20,           for man never slept
1171,20,             in a different bed-
1172,20,"           and, to sleep, you must slumber"
1173,20,"             in just such a bed,"
1174,20,
1175,20,           my tantalized spirit
1176,20,"             here blandly reposes,"
1177,20,"           forgetting, or never"
1178,20,             regretting its roses-
1179,20,           its old agitations
1180,20,"             of myrtles and roses,"
1181,20,
1182,20,"           for now, while so quietly"
1183,20,"             lying, it fancies"
1184,20,           a holier odor
1185,20,"             about it, of pansies-"
1186,20,"           a rosemary odor,"
1187,20,             commingled with pansies-
1188,20,           with rue and the beautiful
1189,20,"             puritan pansies,"
1190,20,
1191,20,"           and so it lies happily,"
1192,20,             bathing in many
1193,20,           a dream of the truth
1194,20,             and the beauty of annie-
1195,20,           drowned in a bath
1196,20,"             of the tresses of annie,"
1197,20,
1198,20,"           she tenderly kissed me,"
1199,20,"             she fondly caressed,"
1200,20,           and then i fell gently
1201,20,             to sleep on her breast-
1202,20,           deeply to sleep
1203,20,"             from the heaven of her breast,"
1204,20,
1205,20,"           when the light was extinguished,"
1206,20,"             she covered me warm,"
1207,20,           and she prayed to the angels
1208,20,             to keep me from harm-
1209,20,           to the queen of the angels
1210,20,"             to shield me from harm,"
1211,20,
1212,20,"           and i lie so composedly,"
1213,20,"             now, in my bed,"
1214,20,           knowing her love
1215,20,             that you fancy me dead-
1216,20,"           and i rest so contentedly,"
1217,20,"             now, in my bed,"
1218,20,           with her love at my breast
1219,20,             that you fancy me dead-
1220,20,"           that you shudder to look at me,"
1221,20,"             thinking me dead,"
1222,20,
1223,20,           but my heart it is brighter
1224,20,             than all of the many
1225,20,"           stars in the sky,"
1226,20,             for it sparkles with annie-
1227,20,           it glows with the light
1228,20,             of the love of my annie-
1229,20,           with the thought of the light
1230,20,"             of the eyes of my annie,"
1231,21,at morn- at noon- at twilight dim-
1232,21,      maria! thou hast heard my hymn!
1233,21,      in joy and woe- in good and ill-
1234,21,"      mother of god, be with me still!"
1235,21,"      when the hours flew brightly by,"
1236,21,"      and not a cloud obscured the sky,"
1237,21,"      my soul, lest it should truant be,"
1238,21,      thy grace did guide to thine and thee;
1239,21,"      now, when storms of fate o'ercast"
1240,21,"      darkly my present and my past,"
1241,21,      let my future radiant shine
1242,21,      with sweet hopes of thee and thine!
1243,22,"wreathed in myrtle, my sword i'll conceal"
1244,22,"    like those champions devoted and brave,"
1245,22,"when they plunged in the tyrant their steel,"
1246,22,"    and to athens deliverance gave,"
1247,22,
1248,22,beloved heroes! your deathless souls roam
1249,22,    in the joy breathing isles of the blest;
1250,22,where the mighty of old have their home -
1251,22,"    where achilles and diomed rest,"
1252,22,
1253,22,"in fresh myrtle my blade i'll entwine,"
1254,22,"    like harmodious, the gallant and good,"
1255,22,when he made at the tutelar shrine
1256,22,"    a libation of tyranny's blood,"
1257,22,
1258,22,ye deliverers of athens from shame!
1259,22,    ye avengers of liberty's wrongs!
1260,22,endless ages shall cherish your fame
1261,22,    embalmed in their echoing songs!
1262,23,a dark unfathomed tide
1263,23,of interminable pride -
1264,23,"a mystery, and a dream,"
1265,23,should my early life seem;
1266,23,i say that dream was fraught
1267,23,with a wild and waking thought
1268,23,"of beings that have been,"
1269,23,"which my spirit hath not seen,"
1270,23,"had i let them pass me by,"
1271,23,with a dreaming eye!
1272,23,let none of earth inherit
1273,23,that vision of my spirit;
1274,23,"those thoughts i would control,"
1275,23,"as a spell upon his soul,"
1276,23,for that bright hope at last
1277,23,"and that light time have past,"
1278,23,and my worldly rest hath gone
1279,23,"with a sigh as it passed on,"
1280,23,i care not though it perish
1281,23,with a thought i then did cherish
1282,24,when from your gems of thought i turn
1283,24,"to those pure orbs, your heart to learn,"
1284,24,i scarce know which to prize most high —
1285,24,"the bright i-dea, or the bright dear-eye,"
1286,25,"i,"
1287,25,"            in the greenest of our valleys,"
1288,25,"              by good angels tenanted,"
1289,25,            once fair and stately palace --
1290,25,"              radiant palace --reared its head,"
1291,25,            in the monarch thought's dominion --
1292,25,              it stood there!
1293,25,            never seraph spread a pinion
1294,25,"              over fabric half so fair,"
1295,25,
1296,25,"                            ii,"
1297,25,"            banners yellow, glorious, golden,"
1298,25,              on its roof did float and flow;
1299,25,            this --all this --was in the olden
1300,25,              time long ago
1301,25,"            and every gentle air that dallied,"
1302,25,"              in that sweet day,"
1303,25,"            along the ramparts plumed and pallid,"
1304,25,"              a winged odour went away,"
1305,25,
1306,25,"                           iii,"
1307,25,            wanderers in that happy valley
1308,25,              through two luminous windows saw
1309,25,            spirits moving musically
1310,25,"              to a lute's well-tuned law,"
1311,25,"            round about a throne, where sitting"
1312,25,              porphyrogene!
1313,25,"            in state his glory well befitting,"
1314,25,"              the ruler of the realm was seen,"
1315,25,
1316,25,"                            iv,"
1317,25,            and all with pearl and ruby glowing
1318,25,"              was the fair palace door,"
1319,25,"            through which came flowing, flowing, flowing"
1320,25,"              and sparkling evermore,"
1321,25,            a troop of echoes whose sweet duty
1322,25,"              was but to sing,"
1323,25,"            in voices of surpassing beauty,"
1324,25,"              the wit and wisdom of their king,"
1325,25,
1326,25,"                             v,"
1327,25,"            but evil things, in robes of sorrow,"
1328,25,              assailed the monarch's high estate;
1329,25,"            ah, let us mourn, for never morrow"
1330,25,"              shall dawn upon him, desolate!"
1331,25,"            and, round about his home, the glory"
1332,25,              that blushed and bloomed
